"Nid","Path","","Body","Main image","Promotion text","Basic listing","Multi listing"
"1980","/what-we-do/projects","Projects","<p>Global and national projects from Wellcome Collection.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/global-projects-main.jpg"" width=""1600"" height=""900"" />","Global and national projects from Wellcome Collection.","",""
"1953","/what-we-do/curious-conversations","Curious conversations","<p>Every fortnight we'll be asking a new question on <a href=""https://twitter.com/ExploreWellcome"">Twitter</a> and in the Medicine Now gallery, and illustrator <a href=""http://robertbidder.tumblr.com/"">Rob Bidder</a> will be interpreting your responses. Just search for #CuriousConversations on Twitter and submit your answers or write them down in the gallery next time you pop by.</p>
<p>We'll be posting images of the resulting illustration on both our <a href=""https://twitter.com/ExploreWellcome"">Twitter</a> and <a href=""https://www.facebook.com/wellcomecollection"">Facebook</a> pages - make sure you check back to see if your answer was included!</p>
","<img src=""https://wellcomecollection.org/sites/default/files/image/curiousconvo_letterbox.jpg"" width=""650"" height=""340"" />","Every week we'll be asking a new question on Twitter and in the Medicine Now gallery","",""
"1952","/what-we-do/your-questions-answered","Your questions answered","<p>If you have any questions that aren't answered below, please email <a href=""mailto:curious@wellcomecollection.org"">curious@wellcomecollection.org</a> or talk to us on <a href=""https://www.facebook.com/wellcomecollection"">Facebook</a> or<a href=""https://twitter.com/explorewellcome""> Twitter</a>.</p>
<p><strong>Are you open?</strong></p>
<p>Yes, we expect Wellcome Collection to remain open during the development works, offering a flexible programme of events and displays.</p>
<p>Some of our galleries will close temporarily while works take place, but the cafe and bookshop will be open throughout.</p>
<p><a href=""/calendar"">Check what will be open for your visit.</a></p>
<p><strong>How will the works affect my visit?</strong></p>
<p>Building work began in August 2013 and major works are due to continue until spring 2015. Works may affect your visit until the project is complete. There may be some clutter and noise as we grow and some of our galleries will close temporarily.</p>
<p>The 'Medicine Man' gallery is currently closed.</p>
<p><strong>Is the venue fully accessible?</strong></p>
<p>We are committed to keeping up our high standards of accessibility throughout the development and in our new spaces. All our public spaces are fully accessible to visitors.</p>
<p><strong>What does your programme of exhibitions and events look like during the works?</strong></p>
<p>We are running a flexible programme of events and exhibitions during the development project. We are taking the opportunity to be experimental, running events and happenings off-site as well as in our own spaces.</p>
<p><a href=""/calendar"">Find out what's on.</a></p>
<p><strong>Is the Wellcome Library open?</strong></p>
<p>The Library will remain open while we make improvements within its spaces. More information about how this will be managed is available on the Library website and blog.</p>
<p><strong>Is the conference centre open?</strong></p>
<p>We are not taking bookings for the conference centre from July 2013 until early 2015.</p>
<p><strong>When will the development finish?</strong></p>
<p>We are due to finish the development in spring 2015.</p>
<p><strong>What will the finished venue look like?</strong></p>
<p>The finished venue will have 30 per cent more gallery space, including a major new thematic gallery, which will hold in-depth yearly exhibitions. We will double our capacity for public events and open up new spaces, such as the Library's iconic Reading Room, to the public.</p>
<p>At the entrance to the venue a dramatic new spiral staircase will link three floors of public space and galleries.</p>
<p><a href=""/wellcome-collection-is-growing/whats-changing"">Find out more about the development.</a></p>
<p><strong>Who's funding the development?</strong></p>
<p>Wellcome Collection is part of the <a href=""/what-we-do/wellcome-trust"">Wellcome Trust</a>, a global charitable foundation dedicated to achieving extraordinary improvements in human and animal health. The Trust's investment portfolio provides the income for all of our activities.</p>
<p><strong>Will there be an entry charge for the new spaces?</strong></p>
<p>No, Wellcome Collection will remain the free destination for the incurably curious. All of our permanent exhibitions and temporary shows are, and will continue to be, free of charge.</p>
<p><strong>What will the new venue offer for schools or youth groups?</strong></p>
<p>We are creating a dedicated Youth Events Studio for 14-to-19-year-olds. This purpose-built workshop will be a space for young people to engage creatively with science and art. The Studio will offer both high-tech digital technology and low-tech modelling and making equipment, bringing them together to create a unique environment for participatory learning.</p>
<p><strong>Why are you expanding?</strong></p>
<p>The expansion is a response to the overwhelming demand that Wellcome Collection has experienced during its first five years. The venue was originally designed to accommodate 100 000 yearly visits; in 2012 we welcomed 490 000 people to our events and exhibitions.</p>
<p><a href=""/what-we-do/wellcome-collection-growing"">Find out more about the development project</a></p>
","<img src=""https://wellcomecollection.org/sites/default/files/business-as-unusual_letterb.jpg"" width=""650"" height=""340"" />","Are you open? Yes, we expect Wellcome Collection to remain open during the development works","",""
"1951","/wellcome-collection-is-growing/whats-changing","What's changing","<p>Stirling Prize-winning architects Wilkinson Eyre are transforming Wellcome Collection into a bigger and bolder venue.</p>
<p>The development will open up 30 per cent more gallery space and double our capacity for public events. We'll also be opening a new restaurant - in addition to our current cafe - which will be managed by Benugo.</p>
<p>The expansion is a response to the overwhelming demand that Wellcome Collection has experienced during its first five years. The venue was originally designed to accommodate 100,000 yearly visits; in 2012 we welcomed 490,000 people to our events and exhibitions.</p>
<p>We are due to finish development in spring 2015 but we'll be revealling spaces as we go.</p>
<h2><strong>On level 1</strong></h2>
<ul><li>A new gallery showcasing year-long thematic projects, with changing displays and events.</li>
<li>A new studio to provide a different space for our live programme, in particular activities co-produced with 14-to-19-year-olds.</li>
</ul><h2><strong>On level 2</strong></h2>
<ul><li>The transformation of our iconic Reading Room into a new kind of participatory space - a room full of extraordinary and intriguing things to see, do and discuss.</li>
<li>A new restaurant, perfect for relaxing and recharging with friends and colleagues.</li>
</ul><h2><strong>On levels 2 and 3</strong></h2>
<ul><li>An expanded Rare Materials Room and new study spaces in the Wellcome Library, continuing to offer an outstanding environment for researchers.</li>
</ul><p>Building work began in August 2013 and major works are due to finish in spring 2015.</p>
<p>We will remain open as (un)usual throughout the development, with an intriguing array of events and temporary exhibitions. <a href=""/calendar"">See what will be open for your visit.</a></p>
","<img src=""https://wellcomecollection.org/sites/default/files/image/WCDP_cross-section_letterbox.jpg"" width=""650"" height=""340"" />","Stirling Prize-winning architects Wilkinson Eyre are transforming Wellcome Collection into a bigger and bolder venue.","",""
"1944","/what-we-do/young-people-respond-superhuman","Young people respond to Superhuman","<p>Wellcome Collection teamed up with Camden Summer University and local secondary schools to offer young people the opportunity to engage with the Superhuman exhibition in creative ways. Young people took part in several projects.</p>
<p>Camden Summer University, in partnership with local NHS speech and language therapists, delivered an inclusive animation project linked to the Superhuman exhibition. The group of seven young people produced ' Future Beings' which features animations and interviews showing their predictions for the future of human beings.</p>
<p><strong><a href=""/whats-on/exhibitions/superhuman"">Superhuman</a></strong></p>
<h2><strong>Marvelous! Superhero graphic novel</strong></h2>
<p>The Superhuman exhibition has been the starting point for several Wellcome Collection Youth Programme projects, delivered in collaboration with Camden Summer University. Each course ran for a week in August and was hosted by Wellcome Collection.</p>
<p>Ever dreamed of having a super power, being part of the X men team or flying solo like Superman? This summer, local young people worked with artist Konstantina Kapanidou, using the Superhuman exhibition as inspiration in creating their very own graphic novel panel. During this Arts Award accredited course, students learnt how to develop characters and create a storyline, and developed story boarding, sketching and inking skills.</p>
<p><a href=""https://www.flickr.com/photos/wellcomecollection/sets/72157631386075490/"">See the artwork on Flickr</a></p>
<h2><strong>Family trail</strong></h2>
<p>Our newly developed family trail introduces visitors to 'Superhuman', your heroic guide who will take you through the exciting and thought-provoking objects in this exhibition. Drawing activities, role play and discussion will help your group think about some of the complex ideas behind human enhancement. The trail includes an insert for adults to help guide their families plus a fun mask-making activity to be done at home.</p>
<p>You can pick up a free trail by asking at the Information Point. We would appreciate it if you could fill in and hand back the feedback form on the reverse of the adult section.</p>
<p>The family trail was designed and created by a group of young people from local secondary schools working with curators, gallery staff, designers and illustrators.</p>
<p>Young people working on the project: Chandni Bhanderi, Nargis Choudhury, Misbah Khan, Maria Mahfooz, Iskren Peev, Darren Sooben, Sabiha Uddin and Devak Vyas.</p>
<h2><strong>Documentary film project</strong></h2>
<p>This summer, a group of local students worked with film maker Suzanne Cohen to develop an idea based on one of the themes in the exhibition. During this AQA accredited course, students used research, interviewing, presenting, writing and commentary skills, as well as helping with camera set-ups and sound recording. The completed film can be viewed below.</p>
<p></p><div class=""media-youtube-video media-element file-default media-youtube-1"">
  <iframe class=""media-youtube-player"" width=""740"" height=""416"" title=""Wellcome Collection Film on Perfection"" src=""//www.youtube.com/embed/XoIzJqU5vfI?wmode=opaque&rel=0"" frameborder=""0"" allowfullscreen="""">Video of Wellcome Collection Film on Perfection</iframe>
</div>

<p> </p>
","<img src=""https://wellcomecollection.org/sites/default/files/Family_pack_project_letterbox.jpg"" width=""650"" height=""340"" />","Wellcome Collection teamed up with Camden Summer University and local secondary schools.","",""
"1942","/whats-on/exhibitions/death-a-self-portrait/young-people-respond","Mortal: A drama","<p> </p>
<p>Inspired by ' Death: A self-portrait' , young people co-created a specially commissioned performance with a professional producer, actors and a set designer. It was a powerful physical and visual response to the exhibition, bringing youthful perspectives and insights to the subject matter.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/mortal_posterframe_0.jpg"" width=""640"" height=""360"" />","Inspired by 'Death: A self-portrait'.","",""
"200","/what-we-do/space","The space","<p>Located on the 5th floor of Wellcome Collection, The Hub is a dedicated space in which residents can think creatively, collaborate openly and exchange ideas freely.</p>
<p>Though closed to the public, The Hub demonstrates Wellcome’s commitment to supporting interdisciplinary research, and brings this right to the heart of its dynamic museum, library and public space.</p>
<p>Keep your eyes peeled for upcoming events in Wellcome Collection led by the Hub residents as well as interventions and experiments in the Reading Room.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/The-Hub-Hubbub.png"" width=""1600"" height=""900"" />","Discover more about the dynamic and flexible space. ","",""
"201","/what-we-do/interested","Interested?","<h2>Interested in applying?</h2>
<p>Applications for the 2018 residency are now closed. If you’d like more information about applying for The Hub Award in the future, please go to <a href=""https://wellcome.ac.uk/funding/hub-award"">The Hub Award page</a> on the Wellcome Trust website.</p>
<h2> </h2>
<h2>Interested in what is happening?</h2>
<ul><li>Our current residents, <a href=""https://wellcome.ac.uk/news/exploration-dementia-announced-second-project-hub-wellcome-collection"">Created Out of Mind</a></li>
<li>Our inaugural residents, <a href=""http://www.hubbubresearch.org"">Hubbub</a></li>
</ul><h2>Keep in touch</h2>
<p>Contact us at <a href=""mailto:TheHub@wellcomecollection.org"">TheHub@wellcomecollection.org</a></p>
","<img src=""https://wellcomecollection.org/sites/default/files/hub-interested.jpg"" width=""650"" height=""340"" />","What you need to know about applying.","",""
"203","/what-we-do/residents","Residents","<h2>Our current residents, Created Out of Mind (2016-18)</h2>
<p>The Hub is now home to <a href=""https://wellcome.ac.uk/news/exploration-dementia-announced-second-project-hub-wellcome-collection"">Created Out Of Mind</a>, the second recipients of the <a href=""https://wellcome.ac.uk/funding/hub-award"">Hub Award</a>. They aim to explore what dementia means to us all and what we can learn about art, consciousness and the brain from the experiences of people with dementia. The project will engage people with dementia, artists, researchers, musicians, scientists, dancers, carers and clinicians in exploring and challenging our understanding and perceptions of dementia and the arts.</p>
<p>The group is led by project director <a href=""https://www.ucl.ac.uk/drc/drc-people/research-staff/sebastian-crutch"">Sebastian Crutch</a> from the UCL Dementia Research Centre and project manager Caroline Evans, with a core team of: <a href=""http://www.philipball.co.uk/index.php/books"">Philip Ball</a>, science writer; <a href=""https://www.canterbury.ac.uk/social-and-applied-sciences/salomons-centre-for-applied-psychology/Staff/Profile.aspx?staff=c45717239fc95a56"">Paul Camic</a>, Canterbury Christ Church University; <a href=""https://www.ucl.ac.uk/drc/drc-people/clinical-staff/nick-fox"">Nick Fox</a>, UCL Dementia Research Centre; <a href=""https://en.wikipedia.org/wiki/Charlie_Murphy_(artist)"">Charlie Murphy</a>, visual artist; <a href=""http://www.bbc.co.uk/news/correspondents/ferguswalsh"">Fergus Walsh</a>, BBC medical correspondent; <a href=""http://www.julianwest.co.uk/index.html"">Julian West</a>, Royal Academy of Music; and <a href=""http://dsdc.bangor.ac.uk/staff/g-windle.php.en"">Gill Windle</a>, Bangor University. They will collaborate with a group of more than 60 individuals, charities and institutions working in, supporting and developing the field of dementia and the arts.</p>
<p>For further information please <a href=""http://www.createdoutofmind.org"">visit their website</a> or attend regular public events they put on in Wellcome Collection and further afield.</p>
<h2>Our inaugural residents, Hubbub (2014-16)</h2>
<p><a href=""http://hubbubresearch.org/"">Hubbub</a>, are a 50-strong international collective of social scientists, artists, humanities researchers, scientists, broadcasters, public engagement professionals and mental health experts. Exploring the dynamics of rest, noise and work in our cities bodies and brains, Hubbub finished their two-year residency in July 2016.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/Created-Out-Of-Mind.png"" width=""1000"" height=""562"" />","Find out about the Hub's current and past residents.","",""
"164","/what-we-do/introducing-henry-wellcome","Introducing Henry Wellcome","<h2><strong>The man behind Wellcome Collection </strong></h2>
<p><strong>Sir Henry Solomon Wellcome (1853-1936): Pharmacist, entrepreneur, philanthropist and collector.</strong></p>
<p>Henry Wellcome had an early interest in medicine and marketing. The first product he advertised was 'invisible ink' (just lemon juice, in fact). In 1880, he joined his college friend Silas Burroughs in setting up a pharmaceutical company, Burroughs Wellcome & Co. They were one of the first to introduce medicine in tablet form under the 1884 trademark 'Tabloid' previously medicines had been sold as powders or liquids.</p>
<p>When Burroughs died in 1895, the company flourished under Sir Henry's leadership. He went on to establish world-class medical research laboratories and amassed the world' s most impressive collections relating to medicine and health through the ages.</p>
<p>Wellcome Collection is now housed in the original Wellcome Building (built to Sir Henry's specifications in 1932), which is next door to the headquarters of the Wellcome Trust, his philanthropic legacy. His vision was to create a space to house his collections, where professionals could come to learn more about the development of medicine and medical science.</p>
<p><a href=""http://www.wellcome.ac.uk/About-us/History/index.htm"">Learn more about the life of our extraordinary founder</a></p>
<p> </p>
<p> </p>
","<img src=""https://wellcomecollection.org/sites/default/files/henrywellcome.jpg"" width=""650"" height=""304"" />","The man behind Wellcome Collection.","",""
"207","/what-we-do/youth-consultation","Youth consultation","<p>A group of young people recently joined us for two days of exploration and discussion to help us develop our ideas for a new exhibition exploring sex. On the first day we discussed where we get ideas about sex from - consciously and unconsciously, the language we use, and the underlying attitudes we have that influence the way we think, even if we' re not aware of them.</p>
<p>The second day was more focussed on some of the specifics of the exhibition, and we began by completing a giant +2000 year timeline as a way of visualising and exploring changes in behaviour, knowledge, culture and social attitudes towards sex. Curators working on the exhibition told the group about their research, and showed us some of the objects they' re hoping to include. Then it was then the turn of the young people to discuss and develop their ideas for exhibits, public events and youth projects - which they did with considerable thought and enthusiasm.</p>
<p>Armed with these suggestions, we are carrying out more consultation sessions to further refine the ideas, and will then compile a long-list of potential activity to take forward before the exhibition opens in October 2014, and during the exhibition run until autumn 2015.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/Youth_consultation_letterbox_0.jpg"" width=""650"" height=""340"" />","A group of young people recently joined us for two days of exploration and discussion.","","<h2>Newsletter sign ups</h2><div><p>If you would like us to keep you informed of future opportunities to work on projects and receive our regular Youth Programmes newsletter, please sign up to the relevant one below.</p>
</div><div class=""snippet-list""><article class=""snippet"" itemscope="""" itemtype=""http://schema.org/Event""><img class=""snippet__image"" src=""https://wellcomecollection.org/sites/default/files/styles/snippet/public/teacher-sign-up-main.jpg?itok=gNwuCefg"" width=""400"" height=""225"" alt="""" /><div class=""snippet__info""><h2 class=""snippet__title"" itemprop=""name""><a href=""/teachers-sign"" itemprop=""url"">Teachers Sign Up</a></h2><div class=""snippet__description"" itemprop=""description"">Sign-up to receive information about opportunities for students and teachers.</div></div></article><article class=""snippet"" itemscope="""" itemtype=""http://schema.org/Event""><img class=""snippet__image"" src=""https://wellcomecollection.org/sites/default/files/styles/snippet/public/young-people-main.jpg?itok=3L_leep6"" width=""400"" height=""225"" alt="""" /><div class=""snippet__info""><h2 class=""snippet__title"" itemprop=""name""><a href=""/young-people-aged-14-19-sign"" itemprop=""url"">Young People aged 14-19 Sign Up</a></h2><div class=""snippet__description"" itemprop=""description"">Stay informed about project opportunities for young people aged 14-19.</div></div></article><article class=""snippet"" itemscope="""" itemtype=""http://schema.org/Event""><img class=""snippet__image"" src=""https://wellcomecollection.org/sites/default/files/styles/snippet/public/youth-worker-sign-up-main.jpg?itok=ubNPlaug"" width=""400"" height=""225"" alt="""" /><div class=""snippet__info""><h2 class=""snippet__title"" itemprop=""name""><a href=""/youth-and-community-workers-sign"" itemprop=""url"">Youth and community workers Sign Up</a></h2><div class=""snippet__description"" itemprop=""description"">Newsletter subscription for youth and community workers.</div></div></article></div>"
"165","/what-we-do/wellcome-trust","Wellcome Trust","<h2><strong>Wellcome Collection is part of the Wellcome Trust</strong></h2>
<p>The Wellcome Trust is a global charitable foundation dedicated to improving health. We support bright minds in science, the humanities and the social sciences, as well as education, public engagement and the application of research to medicine.</p>
<p>Our investment portfolio gives us the independence to support such transformative work as the sequencing and understanding of the human genome, research that established front-line drugs for malaria, and Wellcome Collection, our free venue for the incurably curious that explores medicine, life and art.</p>
<p>Our broadly defined mission allows us to respond flexibly to medical needs and scientific opportunities. As well as tackling immediate priorities, our independence and long-term perspective enable us to support research that will benefit future generations.</p>
<p><a href=""http://www.wellcome.ac.uk/About-us/index.htm"" onclick=""window.open(this.href, '_blank')  return false "" onkeypress=""if (event.keyCode==13) {window.open(this.href, '_blank')  return false }"">Find out more about the Wellcome Trust</a></p>
<p>Several major successes have been achieved through Wellcome Trust funding: see the <a href=""http://www.wellcome.ac.uk/Achievements-and-Impact/index.htm"">Wellcome Trust website</a> for more information.</p>
<h2><strong>Keep up to date with Trust news</strong></h2>
<p>To keep up to date with the latest news from the Wellcome Trust, you can visit the <a href=""http://www.wellcome.ac.uk/News/News-feeds/index.htm"">Wellcome Trust news page</a> and subscribe to our weekly email or news feeds.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/WTD027468.jpg"" width=""650"" height=""245"" />","Wellcome Collection is part of the Wellcome Trust.","",""
"208","/visit-us/schools-and-youth-groups/young-people-respond/film-making-with-csu","Film making with Camden Summer University","<p> </p>
<p>Local young people recently took part in a week-long Camden Summer University film and animation course supported by Wellcome Collection. Inspired by a visit to the museum store where Henry Wellcome's 100,000 objects are kept, they created this short film exploring the history of medicine through three of their favourite objects.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/CamdenSummerUniversity2013_posterframe.jpg"" width=""640"" height=""360"" />","A week-long Camden Summer University film and animation course.","",""
"167","/what-we-do/wellcome-images","Wellcome Images","<h2><strong>2000 years of human culture</strong></h2>
<p class=""paragraph""><a href=""http://wellcomeimages.org/"" onclick=""window.open(this.href, '_blank')  return false "" onkeypress=""if (event.keyCode==13) {window.open(this.href, '_blank')  return false }"">Wellcome Images</a> is one of the Wellcome Library's major visual collections and also forms part of Wellcome Collection. Wellcome Images is one of the world's richest and most unique image collections, with themes ranging from medical and social history to contemporary healthcare and science. Whether you're looking for medicine or magic, the sacred or the profane, or science or satire - you'll find more than you expect.</p>
<p class=""paragraph"">This unrivalled collection contains historical images from the Wellcome Library collections, Tibetan Buddhist paintings, ancient Sanskrit manuscripts written on palm leaves, beautifully illuminated Persian books and much more.</p>
<p>The Biomedical Collection holds more than 40 000 high-quality images from the clinical and biomedical sciences. Selected from the UK's leading teaching hospitals and research institutions, it covers disease, surgery, general healthcare, and sciences from genetics to neuroscience, including the full range of imaging techniques.</p>
<h2><strong>Wellcome Image Awards</strong></h2>
<p>The Wellcome Image Awards reward contributors for their outstanding work winners are chosen by a panel of experts. The 11th round of the awards fell in 2010, and the winners were exhibited in the Lightbox, on the first floor of Wellcome Collection, between 24 February and 10 July 2011. Although this exhibition has now closed, the images can still be viewed on the <a href=""http://www.wellcomeimageawards.org/"">Wellcome Image Awards website</a>.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/wellcome-images-main.jpg"" width=""1600"" height=""900"" />","One of the world's richest and most unique image collections, from medicine or magic to the sacred or the profane.","",""
"214","/what-we-do/frequently-asked-questions","Frequently Asked Questions","<h2><strong><a href=""/what-we-do/young-creators"">YOUNG CREATORS</a>: FREQUENTLY ASKED QUESTIONS</strong></h2>
<p> </p>
<h2>What is Wellcome Collection?</h2>
<p>Wellcome Collection is a venue on Euston Road that has amazing exhibitions and events that combine medical science with art. It's a unique place, unlike any other gallery or museum in London.</p>
<h2>What is this project?</h2>
<p>You will learn about marketing, branding and how to create a fantastic film trailer. You’ll work with external media specialists and our in-house design team to create an impressive suite of marketing materials.</p>
<h2>What information do I need to give on the application form?</h2>
<p>It will just be essential contact details, an area for you to tell us about your interests and a small application activity. This activity asks you to select a company or organisation that you think brands itself really well. Simply attach an image of the company logo and explain why you think it’s so good! If you have any more questions then speak to a teacher, or call us at the Youth Programme for advice on 020 7611 8361.</p>
<h2>How many sessions are there, and how long do they last?</h2>
<p>Approximately nine days. Each day runs from 10.30 to 16.00. This will mean several Saturdays in January and February, then four days in the February half-term, finishing with a screening event to celebrate your hard work. All dates will be on the application form.</p>
<h2>Do I have to be able to come to all the sessions?</h2>
<p>As many as possible - please indicate your availability on the application form.</p>
<h2>Do I need to be good at art, know a lot about medicine or have lots of technical knowledge?</h2>
<p>No, not necessarily. We want you to be curious and enthusiastic, but if you have specific skills please tell us about them.</p>
<h2>Who else will be on the project?</h2>
<p>Everyone else will be like you: curious, creative and friendly. Don't worry if you feel shy - everybody does at the beginning!</p>
<h2>How will I really benefit?</h2>
<p>You'll get to meet, work with and learn from some great people, including professional artists, exhibition staff and curators. We aim to make the project fun and help you every step of the way.</p>
<h2>Can I use this on my CV?</h2>
<p>Yes, we really hope you do. We can advise you about the wording and how it might help you secure other opportunities.</p>
<h2>Will it cost me anything?</h2>
<p>We will cover your travel costs and supply you with lunch and snacks. We cover travel costs only if you within Greater London.</p>
<h2>What do I do if I'm sick or running late?</h2>
<p>We'll give you a number to call if you have any problems attending.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/FAQs_letterbox.jpg"" width=""650"" height=""340"" />","FAQs about Young Creators.","",""
"168","/what-we-do/collection-enquiries","Collection enquiries","<p><strong>Guidance for researchers about Henry Wellcome' s collection of over one million curios, spanning centuries and civilisations</strong></p>
<h2><strong>Donations and acquisitions</strong></h2>
<p>We understand the enthusiasm of our visitors, who often have interesting or unusual objects they feel would make a perfect addition to our exhibitions. Unfortunately, however, the Wellcome Trust is no longer actively adding to its collections, with the exception of the <a href=""http://wellcomelibrary.org/"">Wellcome Library</a>.</p>
<p>If you have a book, manuscript, print, painting, photograph or film that you think would complement the Library's collection, please <a href=""http://wellcomelibrary.org/using-the-library/services-and-facilities/contact-us/""> contact the Library</a> by email or letter, providing details of the item you wish to donate. The Library may also be able to advise on where best to donate any materials that fall outside its remit.</p>
<p><a href=""http://wellcomelibrary.org/about-us/developing-and-caring-for-our-collections/donating-material/"">See full details of the Library's donation policy</a>.</p>
<h2><strong>Objects on current public display at Wellcome Collection</strong></h2>
<p>If your enquiry is about an object currently on public display in the Wellcome Collection galleries, please email <a href=""mailto:info@wellcomecollection.org"">info@wellcomecollection.org</a> and we will be happy to provide you with as much information as we can about the object in question.</p>
<h2><strong>Wellcome Library materials</strong></h2>
<p>If your enquiry is about a print, book, manuscript or painting currently stored in the Wellcome Library, please email our Library team at <a href=""mailto:library@wellcome.ac.uk"">library@wellcome.ac.uk</a> or <a href=""http://wellcomelibrary.org/using-the-library/services-and-facilities/contact-us/contact-form""> fill out the Library' s enquiry form</a>.</p>
<h2><strong>Objects collected by Henry Wellcome or the Wellcome Foundation</strong></h2>
<p>Unfortunately, we are unable to answer questions about the following sets of objects:</p>
<ul><li>objects previously on display in the Wellcome Building (183 Euston Road) before 2007</li>
<li>objects that were on public display at the former Wellcome Historical Medical Museum (WHMM) or Wellcome Museum of Medical Science (WMMS), now dissolved</li>
<li>objects forming part of Sir Henry Wellcome' s wider historical collection that are not on public display at Wellcome Collection, or that are in storage or on display in other institutions.</li>
</ul><p>For objects that fall into one of these categories, we would initially advise you to contact the <a href=""http://www.sciencemuseum.org.uk/about_us/about_the_museum/collections/enquiries.aspx""> Science Museum</a>, where many of these objects were transferred. The Science Museum remains the permanent custodian of the vast majority of Henry Wellcome' s collection, estimated to consist of between 1 and 2 million objects.</p>
<p>The <a href=""http://wellcomelibrary.org/"">Wellcome Library</a> holds accession and transfer records from the former Wellcome Historical Medical Museum (WHHM), now dissolved. These have been catalogued and can be viewed in person in the Wellcome Library, although researchers should be aware that because of the sheer scale of Henry Wellcome' s collection it has not been possible to catalogue it to the object level.</p>
<p>Please note that we are unable to undertake research on behalf of researchers or Museum Studies students; they should visit the Wellcome Library in person to carry out research in our archives.</p>
<h2><strong>Objects in your possession</strong></h2>
<p>If you would like advice about a medical object in your possession, it is possible to email the London Museums of Health and Medicine, which is a network consortium of over 20 separate London medical museums (including Wellcome Collection and the Science Museum), at <a href=""mailto:enquiries@medicalmuseums.org"">enquiries@medicalmuseums.org</a>. They may be able to pool together advice from across several specialist sites.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/collection-enquiries-main.jpg"" width=""1600"" height=""900"" />","Guidance for researchers about Henry Wellcome's collection.","",""
