"Nid","Path","","Body","Main image","Promotion text","Date"
"20","/exhibitions/twenty-six-things","Twenty Six Things","<h2>Marion Coutts talks about Twenty Six Things</h2>
<p>'Twenty Six Things' is a film by the artist Marion Coutts, commissioned by Wellcome Collection. It is based on a simple memory game in which participants are shown a collection of objects, some of which might change position when they look away. The film is an investigation into the vast museum of artefacts gathered by Henry Wellcome.</p>
<p>'Twenty Six Things' explores common concerns in Marion Coutts's work: the relationship between sculpture and film, and the generation of meaning in visual perception, through effects of repetition, interval and pattern.</p>
<p>Marion Coutts works in sculpture, film and video. Recent exhibitions have included 'To Be Continued...' at Helsinki Kunsthalle, 'Responding to Rome' at The Estorick Collection, The New Art Centre and Chisenhale Gallery. In 2003-04 she held the Kettle's Yard Fellowship at St John's College, Cambridge, and in 2001 the Momart Fellowship at Tate Liverpool. She lives and works in London, lectures at Goldsmiths College and is a research fellow at Norwich School of Art and Design.</p>
<p> </p>
","<img src=""https://wellcomecollection.org/sites/default/files/twentysixthings_650x2452.jpg"" width=""800"" height=""450"" />","","2008-05-29 00:00:00 to 2008-06-30 00:00:00"
"19","/exhibitions/atoms-patterns","From Atoms to Patterns","<p>This exhibition explored the intriguing creations of the Festival Pattern Group - a unique project at the 1951 Festival of Britain involving X-ray crystallographers, designers and manufacturers. At the instigation of Dr Helen Megaw, a leading Cambridge scientist, diagrams of atomic structures inspired an eclectic array of patterns on curtains, wallpapers, carpets, lace, dress fabrics, ties, plates and ashtrays.</p>
<p class=""arrow_purple_box"">X-ray crystallography was one of the most exciting branches of postwar science, with far-reaching applications in chemistry, physics, biology and mineralogy. By studying X-ray diffraction photographs of crystals, scientists could calculate the arrangement of atoms within molecules. The resulting diagrams provided the inspiration for the Festival Pattern Group. 'From Atoms to Patterns' showed the diagrams next to the designs.</p>
<p>Stored away for over 50 years in the Victoria and Albert Museum, the Festival Pattern Group's creations were reunited en masse for the first time since the Festival. Highlighting the intricacy and beauty of crystal structures, these avant-garde designs stand as a testament to the optimism of the early post-war era and the vibrancy of 1950s design.</p>
<p>(Image: Max Perutz at his diffractometer, Cambridge Newspapers Ltd. Insulin wallpaper designed by Robert Sevant for John Line and Sons. Crystallographer: Dorothy Hodgkin. Courtesy of V&A Images/Victoria and Albert Museum.)</p>
","<img src=""https://wellcomecollection.org/sites/default/files/atomspatterns_650x245.jpg"" width=""650"" height=""245"" />","​Crystal structure designs from the 1951 Festival of Britain.","2008-04-24 00:00:00 to 2008-08-11 00:00:00"
"18","/exhibitions/skeletons-london%E2%80%99s-buried-bones","Skeletons: London’s Buried Bones","<p>As Londoners go about their busy lives, little do they imagine that they are walking over the bones of generations of their predecessors. Excavations required for the continuous redevelopment of London have revealed a city of skeletons hidden beneath our streets. Burial grounds have been uncovered right across the city - sometimes beneath familiar landmarks and at other times in the most banal of locations.</p>
<p class=""arrow_purple_box"">Drawn from the Museum of London's astonishing collection of 17 000 skeletons spanning 16 centuries, this exhibition examined the bones of some of those who lived, died and were buried in our city. The skeletons reflect London's rich past and varied social geography - from the affluent district of Chelsea to the Cross Bones cemetery in Southwark, believed to have been established originally as a graveyard for prostitutes.</p>
<p class=""arrow_purple_box"">Through careful forensic analysis by the team at the Museum of London, each skeleton reveals its own story, allowing us fascinating insights into the times in which they lived and the health hazards of the day - from syphilis to smallpox and rickets.</p>
<p class=""arrow_purple_box"">
	<strong>""Compelling... The show probes the most intimate recesses of human experience.""</strong><br />
	'The Times'</p>
<p>In collaboration with the Museum of London.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/skeletons_650x256.jpg"" width=""650"" height=""256"" />","As Londoners go about their busy lives, little do they imagine that they are walking over the bones of generations of their predecessors.","2008-07-23 10:00:00 to 2008-09-28 18:00:00"
"17","/exhibitions/war-and-medicine","War and Medicine","<p>As humankind has developed increasingly sophisticated weaponry with which to harm its enemies, medicine has had to adapt to cope with the volume and the changing nature of resulting casualties.</p>
<p>Concentrating on the modern era, 'War and Medicine' considered the constantly evolving relationship between warfare and medicine, beginning with the disasters of the Crimean War and continuing through to today's conflicts in Afghanistan and Iraq.</p>
<p class=""arrow_purple_box"">The exhibition highlighted the personal experiences of surgeons, soldiers, civilians, nurses, writers and artists and looked at the impact of war on the 'home front' as well as on front-line medicine.</p>
<p class=""arrow_purple_box"">'War and Medicine' was the second of a two-part collaboration between Wellcome Collection and The Museum of Man (Deutsches Hygiene-Museum, Dresden).</p>
<p class=""arrow_purple_box"">Image: David Cotterrell</p>
","<img src=""https://wellcomecollection.org/sites/default/files/warmedicine_650x256.jpg"" width=""650"" height=""256"" />","'War and Medicine' considered the constantly evolving relationship between warfare and medicine.","2008-11-22 10:00:00 to 2009-02-15 18:00:00"
"16","/exhibitions/madness-modernity","Madness & Modernity","<h2><strong>Mental illness and the visual arts in Vienna 1900</strong></h2>
<p>Vienna at the turn of the 20th century was one of Europe's leading centres for modernism. This was a tumultuous period of transition in which the arts, literature, architecture and philosophy blossomed. A time when Sigmund Freud, among others, pioneered new ideas about the self and psychiatry.</p>
<p>Vienna in 1900 was a city obsessed with the mind. Political unrest had left the Viennese with an overwhelming sense that they were living in 'nervous times'. Anxieties about mental health were allied to fears about the modern city this context helped to foster progress in psychiatric care and innovation.</p>
<p>This multidisciplinary exhibition presented the range of ways madness and art interacted in Vienna, from designs for utopian psychiatric spaces to the drawings of patients confined in them. It explored the influence of psychiatry on early modernism and encouraged us to reflect on how we deal with mental illness 100 years on.</p>
<h2 class=""arrow_purple_box""><strong>About the curators</strong></h2>
<p>Dr Leslie Topp is Senior Lecturer in History of Architecture at Birkbeck, University of London. She was co-director with Gemma Blackshaw of the four-year research project 'Madness and Modernity: Art, architecture and mental illness in Vienna and the Habsburg Empire, 1890-1914', funded by the Arts and Humanities Research Council between 2004 and 2008. She is currently writing a book entitled 'Freedom and the Cage: Modern architecture and psychiatry in central Europe 1890-1914'.</p>
<p>Dr Gemma Blackshaw is Lecturer in Art History at the University of Plymouth and an expert on modern art in Vienna around 1900. She was co-director with Leslie Topp of the 'Madness and Modernity: Art, architecture and mental illness in Vienna and the Habsburg Empire, 1890-1914' research project. She has published on Richard Gerstl, Anton Romako and Egon Schiele, and is currently working on a co-edited collection of essays that explore further territories of mental illness in this city and period, entitled 'Journeys into Madness'.</p>
<p class=""arrow_purple_box""><a href=""http://www.amazon.co.uk/Madness-Modernity-Mental-Illness-Visual/dp/1848220200/ref=sr_1_1?ie=UTF8& s=books& qid=1236950825& sr=8-1"">Buy the 'Madness and Modernity' book</a></p>
","<img src=""https://wellcomecollection.org/sites/default/files/madnessmodernity_650x256.jpg"" width=""650"" height=""245"" />","Vienna at the turn of the 20th century was one of Europe's leading centres for modernism. T","2009-04-01 10:00:00 to 2009-06-28 18:00:00"
"15","/exhibitions/exquisite-bodies","Exquisite Bodies","<p>In the 19th century, despite the best efforts of body snatchers, the demand from medical schools for fresh cadavers far outstripped the supply. One solution to this gruesome problem came in the form of lifelike wax models. These models often took the form of alluring female figures that could be stripped and split into different sections. Other models were more macabre, showing the body ravaged by 'social diseases' such as venereal disease, tuberculosis and alcohol and drug addiction.</p>
<p class=""arrow_purple_box"">With their capacity to titillate as well as educate, anatomical models became sought-after curiosities, displayed not only in dissecting rooms but also in sideshows and the curiosity cabinets of wealthy Victorian gentlemen. For a small admission fee, visitors seeking an unusual afternoon's entertainment could visit displays of these strange dolls in London, Paris, Brussels and Barcelona.</p>
<p class=""arrow_purple_box"">This exhibition explores the forgotten history of the anatomical model, which with its unique combination of serious science and fairground horror provides a rare insight into 19th-century beliefs about the body.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/exquisitebodies_650x245.jpg"" width=""650"" height=""245"" />","This exhibition explores the forgotten history of the anatomical model.","2009-07-30 10:00:00 to 2009-10-18 18:00:00"
"14","/exhibitions/first-time-out-2013","First Time Out 2013","<p>If objects could speak, what stories would they tell? Many museums and galleries hold rich and varied collections, though often only a fraction of exhibits can be displayed at any one time while the rest lie dormant in mysterious vaults, waiting to be discovered. First Time Out is an initiative that brings new perspectives to museum objects by placing them in different contexts.</p>
<p>In 2011, <a href=""/exhibitions/first-time-out"">five London museums each exchanged carefully selected pieces</a> from their collections that had rarely or never previously been seen by the public and presented them with a range of different interpretations, from the cultural to the scientific.</p>
<p>In 2013, curators from ten museums and galleries across the country have scoured the depths of their collections to reveal a selection of uniquely varied and extraordinary treasures, from the very first light bulb to a model guillotine built from leftover rations by prisoners of war. Each object will be showcased in its original setting before travelling to a partner location to be encountered by different audiences, and surrounded by a completely different set of references.</p>
<p>By shining a spotlight on individual items, First Time Out creates connections between objects, people and locations, whilst exploring the wonders of our national treasure troves.</p>
<p> </p>
<h2>Find out out what's on display as part of First Time Out at these locations:</h2>
<p><a href=""http://www.horniman.ac.uk/visit/exhibitions/first-time-out-2013"">The Horniman Museum</a>, London and <a href=""http://www.rsc.org.uk/whats-on/exhibitions/first-time-out/"">Royal Shakespeare Company</a>, Stratford</p>
<p><a href=""http://www.kew.org/"">Royal Botanical Gardens</a>, Kew and <a href=""http://www.thelightbox.org.uk/events1/june2013/6june31julyfirsttimeout""> Lightbox</a>, Woking</p>
<p><a href=""http://www.sciencemuseum.org.uk/visitmuseum/galleries/first_time_out_2013.aspx"">Science Museum</a>, London and <a href=""http://www.twmuseums.org.uk/tyne-and-wear-archives.html"">Discovery Museum</a>, Newcastle</p>
<p><a href=""http://www.nhm.ac.uk/visit-us/whats-on/special-displays/first-time-out-2013/index.html"">The Natural History Museum</a>, London and <a href=""http://www.vivacity-peterborough.com/"">Peterborough Museum</a>, Peterborough</p>
<p>Wellcome Collection, London and <a href=""http://www.waddesdon.org.uk/"">Waddesdon Manor</a>, Buckinghamshire</p>
","<img src=""https://wellcomecollection.org/sites/default/files/FTO2013_letterbox.jpg"" width=""650"" height=""370"" />","If objects could speak, what stories would they tell?","2013-06-06 10:00:00 to 2013-07-31 18:00:00"
"36","/whats-on/exhibitions/infinitas-gracias","Infinitas Gracias: Mexican miracle paintings","<p>Mexican votives are small paintings, usually executed on tin roof tiles or small plaques, depicting the moment of personal humility when an individual asks a saint for help and is delivered from disaster and sometimes death. 'Infinitas Gracias' will feature over 100 votive paintings drawn from five collections held by museums in and around Mexico City and two sanctuaries located in mining communities in the Bají o region to the north: the city of Guanajuato and the distant mountain town of Real de Catorce. Together with images, news reports, photographs, devotional artefacts, film and interviews, the exhibition will illustrate the depth of the votive tradition in Mexico.</p>
<p class=""immtextalignleft"">Usually commissioned from local artists by the petitioner, votive paintings tell immediate and intensely personal stories, from domestic dramas to revolutionary violence, through which a markedly human history of communities and their culture can be read. The votives displayed in 'Infinitas Gracias' date from the 18th century to the present day. Over this period, thousands of small paintings came to line the walls of Mexican churches as gestures of thanksgiving, replacing powerful doctrine-driven images of the saints with personal and direct pleas for help. The votives are intimate records of the tumultuous dramas of everyday life - lightning strikes, gunfights, motor accidents, ill-health and false imprisonment - in which saintly intervention was believed to have led to survival and reprieve.</p>
<p class=""immtextalignleft"">'Infinitas Gracias' will explore the reaction of individuals at the moment of crisis in which their strength of faith comes into play. The profound influence of these vernacular paintings, and the artists and individuals who painted them, can be seen in the work of such figures as Diego Rivera and Frida Kahlo, who were avid collectors. The contemporary legacy of the votive ritual will be present in the exhibition through a wall covered with modern-day offerings from one church in Guanajuato: a paper shower of letters, certificates, photographs, clothing and flowers, through which the tradition of votive offering continues today. The sanctuaries at Guanajuato and Real de Catorce remain centres of annual pilgrimage, attracting thousands of people to thank and celebrate their chosen saints.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/InfinitasGracias_letterbox.jpg"" width=""650"" height=""340"" />","Mexican votives are small paintings, usually executed on tin roof tiles or small plaques.","2011-10-06 10:00:00 to 2012-02-26 18:00:00"
"37","/whats-on/exhibitions/charmed-life","Felicity Powell - Charmed Life: The solace of objects","<p>""It seems that the soul... loses itself in itself when shaken and disturbed unless given something to grasp on to and so we must always provide it with an object to butt up against and to act upon."" Michel de Montaigne, 'Essais', 1580</p>
<p>'Charmed Life: The solace of objects' is the result of the artist Felicity Powell's engagement with a collection of 1400 amulets assembled by the Edwardian amateur folklorist Edward Lovett. One of the few people to have had access to this curious collection of 'charms', once carried in the pockets of Londoners for luck or protection, Powell was intrigued by the silent witness they bore to countless personal narratives, most of which are now lost to history. Despite being long divorced from their original owners, these objects, borowed from Oxford University's Pitt Rivers Museum, seemed to retain an insistent sense that they might yet hold some hidden magic.</p>
<p>Amulets have appeared throughout history and across many cultures in an infinite variety of forms. Each has been invested with the hope or belief that it could somehow mediate on behalf of its owner. They are tiny embodiments of the anxieties we feel about our human frailties, their assumed powers often drawing on the dark arts of superstition and magic.</p>
<p>Reflecting on the potency - sometimes alluring, sometimes repellent - of these much-touched objects, Powell found parallels with her own artistic practice. The films and artworks that complement her curation of the amulets show her own fascination with the small and intimate, as well as the accompanying compulsion to create images and objects ""to butt up against and to act upon"" - objects that might themselves, as in Montaigne's description, help to anchor the soul.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/CharmedLife_letterbox.jpg"" width=""650"" height=""340"" />","'Charmed Life: The solace of objects' is the result of the artist Felicity Powell's engagement with a collection of 1400 amulets.","2011-10-06 10:00:00 to 2012-02-26 18:00:00"
"41","/exhibitions/brains-mind-matter","Brains: The mind as matter","<h2><strong>Brains is <a href=""http://www.mosi.org.uk/whats-on/brains-the-mind-as-matter.aspx""> now at MOSI in Manchester</a> and runs until 4 Jan 2013.</strong></h2>
<p class=""NoSpacing"">This major new free exhibition seeks to explore what humans have done to brains in the name of medical intervention, scientific enquiry, cultural meaning and technological change.</p>
<p>Featuring over 150 artefacts including real brains, artworks, manuscripts, artefacts, videos and photography, ' Brains' follows the long quest to manipulate and decipher the most unique and mysterious of human organs, whose secrets continue to confound and inspire.</p>
<p class=""NoSpacing"">'Brains' asks not what brains do to us, but what we have done to brains, focusing on the bodily presence of the organ rather than investigating the neuroscience of the mind.</p>
<p>'Brains' image credit: Headache (2008) by Helen Pynor. Courtesy the artist and GV Art.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/brains_letterbox.jpg"" width=""650"" height=""340"" />","This new exhibition seeks to explore what humans have done to brains.","2012-03-29 10:00:00 to 2012-06-17 18:00:00"
"76","/exhibitions/WeobUyQAAKdwjbEO","Medicine Now","<p>This exhibition presents a range of ideas about science and medicine since Henry Wellcome's death in 1936. It reflects the experiences and interests of scientists, doctors and patients.</p>
<p>Within the huge field of medicine this exhibition attempts to focus on only a few topics: the body, genomes, obesity and living with medical science. Each is explored through a range of exhibits from science and everyday life, as well as artistic responses to the issues presented in red 'art cubes'.</p>
<p>The exhibition features work by Luke Jerram, John Isaacs, Ellie Harrison and from The Institute of Plastination.</p>
<p>This exhibition is free. See <a href=""/opening-hours"">opening hours</a>. Some non-flash photography is permitted in this exhibition. See our <a href=""/visit-us/photography"">photography</a> policy. </p>
","<img src=""https://wellcomecollection.org/sites/default/files/Medicine-Now-main-eye.png"" width=""756"" height=""425"" />","This exhibition presents a range of ideas about science and medicine since Henry Wellcome's death in 1936.","2013-11-01 10:00:00 to 2111-11-01 18:00:00"
"75","/exhibitions/Weoe4SQAAKJwjcDC","Medicine Man","<p>Henry Wellcome was a man of many parts: entrepreneur, philanthropist, patron of science and pioneer of aerial photography. He also created one of the world's great museums: a vast stockpile of evidence about our universal interest in health and the body.</p>
<p>More than 150 years after his birth in 1853, this exhibition reunites a cross-section of extraordinary objects from his collection, ranging from diagnostic dolls to Japanese sex aids, and from Napoleon's toothbrush to George III's hair. It also provides a very different perspective on some of our own obsessions with medicine and health.</p>
<p class=""arrow_purple_box"">In 'Medicine Man' some objects are gathered by type and others by broad cross-cultural themes. Seven other objects are presented individually and are examined by a variety of commentators from different backgrounds, to show that one object can mean many different things and tell many different stories.</p>
<p class=""arrow_purple_box"">Borrow a free digital guide and learn about Henry Wellcome's wonderful curios (available in English, French and BSL).</p>
<p>This exhibition is free. See <a href=""/opening-hours"">opening hours</a>. Some non-flash photography is permitted in this exhibition. See our <a href=""/visit-us/photography"">photography</a> policy.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/medicine-man-main.jpg"" width=""1600"" height=""900"" />","This exhibition reunites a cross-section of extraordinary objects from Henry Wellcome's collection.","2014-02-01 10:00:00 to 2021-02-01 18:00:00"
"74","/exhibitions/ars-moriendi-art-dying","Ars Moriendi: The art of dying","<h2><strong>What is a good death now?</strong></h2>
<p>""The woman who lives next door to me is dying. Her bedroom shares a wall with mine and I can hear her: sometimes she watches TV, sometimes she talks to herself, sometimes she is in pain. Her dying presence has necessarily become part of my life.</p>
<p>""She is having what most people consider to be a good death: in her own home, surrounded by family, something not everybody is lucky enough to experience."" Joanna Walsh</p>
<p>Joanna is spending two weeks at Wellcome Collection, where you can watch her make a drawing based on her work with patients at Sobell House Hospice.</p>
<p><a href=""http://www.flickr.com/photos/wellcomecollection/sets/72157626243382062/"">See photographs of Joanna and the work in progress on Flickr</a>.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/ars-moriendi_letterbox.jpg"" width=""650"" height=""340"" />","What is a good death now? Watch Joanna Walsh make a drawing based on her work with patients at Sobell House Hospice.","2011-03-02 08:30:00 to 2011-03-20 23:00:00"
"73","/exhibitions/collection-everyday","Collection of the Everyday","<p>Experience this inspired installation of young artists' work from Central St Martins College of Art and Design and St Marylebone CE School. Artist Verity Jane Keefe coordinates this collaborative display of artwork, which is a response to our 'Death: A self-portrait' exhibition and our permanent collections.</p>
<p>Students studying National Diploma, degree, AS/A2 level art have come together to create this surprising and memorable display. Supported by a series of artist-led workshops, talks and visits to both Wellcome Collection and the Central St Martin's campus, the group have experienced collaborative work and critical discussion as part of the creative process.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/collection_of_the_everyday_letterbox_0.jpg"" width=""650"" height=""340"" />","Experience this inspired installation of young artists' work from Central St Martins College of Art and Design and St Marylebone CE School.","2013-05-11 11:00:00 to 2013-05-12 17:30:00"
"54","/exhibitions/institute-sexology","The Institute of Sexology","<p>'The Institute of Sexology' is a candid exploration of the most publicly discussed of private acts. Undress your mind and join us to investigate human sexuality at 'The Institute', the first of our longer exhibitions. Featuring over 200 objects spanning art, rare archival material, erotica, film and photography, this is the first UK exhibition to bring together the pioneers of the study of sex.</p>
<p>From Alfred Kinsey's complex questionnaires to the contemporary National Survey of Sexual Attitudes and Lifestyles (Natsal), 'The Institute of Sexology' investigates how the practice of sex research has shaped our ever-evolving attitudes towards sexual behaviour and identity. Moving between pathologies of perversion and contested ideas of normality, it shows how sex has been observed, analysed and questioned from the late 19th century to the present day.</p>
<p>'The Institute of Sexology' tells the complex and often contradictory story of the study of sex through its pioneers, including Magnus Hirschfeld, Sigmund Freud, Marie Stopes, Alfred Kinsey, Margaret Mead, William Masters and Virginia Johnson, and the team behind Natsal. It highlights the profound effect that the gathering and analysis of information can have in changing attitudes and lifting taboos.</p>
<p class=""MsoNoSpacing"">The show features contemporary artworks exploring sexual identity by artists Zanele Muholi, John Stezaker, Sharon Hayes and Timothy Archibald. A new commission by artist Neil Bartlett will revisit the sex survey, joining visitors with the hundreds of thousands of anonymous participants whose personal accounts underpin the study of sex.</p>
<p>This is the first of our longer exhibitions in our newly opened Gallery 2. 'The Institute of Sexology' will evolve over the course of the year, with new commissions, live interventions, discussions and performances within the gallery space. The exhibition is part of a wider Sexology Season of activity across the country including Brighton, Southampton, Manchester and Glasgow.</p>
<p>Please note that 'The Institute of Sexology' includes exhibits and live events of a sexual nature.</p>
<p><em>Undress your mind with a free 30 minute guided tour of the 'Institute of Sexology' with one of our knowledgeable Visitor Experience Assistants. No need to book, just meet at the information point at 11.30 every Saturday and Sunday until the 20th September.</em></p>
","<img src=""https://wellcomecollection.org/sites/default/files/sexology_1600%5B2%5D.jpg"" width=""1600"" height=""900"" />","Undress your mind and join us to investigate human sexuality at 'The Institute'. Timed tickets may be in operation at busy times.","2014-11-20 10:00:00 to 2015-09-20 18:00:00"
"53","/exhibitions/idiosyncratic-z-human-condition","An Idiosyncratic A to Z of the Human Condition","<h2><strong>A is for Acts of Faith, B is for Birthdays, C is for Chemical Life Support... Z is for Zoonoses </strong></h2>
<blockquote><p><strong>""Must we spell it out? This compelling collection gets an A+"" </strong> - ' Time Out'</p>
</blockquote>
<p>Explore our idiosyncratic A to Z illustrated with a curious combination of Henry Wellcome' s weird and wonderful collection of objects, medical artefacts, paintings, photographs and sculptures, and some equally intriguing contemporary artworks.</p>
<p>Watch the birth of the first test-tube baby (B for Birthdays), listen to Florence Nightingale speak (V for Voice) and sneak a peek at porcelain fruit showing sexual foreplay (X for X-rated).</p>
<p>Our fabulous visitor experience team will further feed your curiosity with live ' busking' on topics such as neuroscience and phantom limb syndrome, and offer lessons in forgotten skills such as foot binding, trephination and phrenology. Busking activities take place Tuesday-Sunday at 11.30-12.00 and 14.30-15.00, and also at 18.30-19.00 on Thursdays.</p>
<p>We invite you, as fellow experts on the <strong>#HumanCondition</strong>, to add your own idiosyncrasies to this quirky show by participating in the gallery or via social media. Each letter of our idiosyncratic A to Z comes with an invitation for you to participate. For example, under A for Acts of Faith, an illustrator will sketch out your accidents and near misses in the spirit of the displayed ex-voto paintings to the saints. Further along the alphabet, under F for Fears, we will ask you to kindly let go of your phobias next to our 17th-century etching of De Monstris and a Nicobar Island figure used to ward off evil spirits. To participate via social media, see ‘For your contribution’ below.</p>
<p><em>This exhibition runs throughout the summer ahead of our <a href=""/what-we-do/wellcome-collection-growing"">development project</a>, which is due for completion in spring 2015.</em></p>
","<img src=""https://wellcomecollection.org/sites/default/files/a-z_1600.jpg"" width=""1600"" height=""900"" />","Explore our idiosyncratic A to Z illustrated with a curious combination of Wellcome's weird and wonderful collection.","2014-06-24 08:00:00 to 2014-10-12 18:00:00"
"52","/whats-on/exhibitions/module-units","Module Units","<p>Experience this inspired installation of young artists' work from Central Saint Martins College of Art and Design and Central Foundation Boys' School. Artist Verity-Jane Keefe coordinates this show, in which much of the work was initially inspired by our 'Foreign Bodies, Common Ground' exhibition.</p>
<p>Supported by a series of artist-led workshops, talks and visits to Wellcome Collection and Central Saint Martin's, the group of young artists have worked together, and taken part in critical discussion as part of their creative process. The project includes 25 participants studying BTECs, degrees and AS-level art.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/module-units-identity_letterbox.jpg"" width=""650"" height=""340"" />","Inspired installation of young artists' work from Central Saint Martins College of Art and Design and Central Foundation Boys' School.","2014-05-10 10:00:00 to 2014-05-15 18:00:00"
"51","/whats-on/exhibitions/the-generosity-plates","The Generosity Plates","<h2><strong>An installation by John Newling for Wellcome Collection</strong></h2>
<p class=""ImmTextAlign_Left"" dir=""ltr"">'The Generosity Plates' by artist John Newling is an intervention in the Wellcome Collection cafe and foyer. Newling takes the Moringa oleifera tree, often called the miracle tree or famine tree, as a means of exploring our relationship with ecology and the values immanent in nature.</p>
<p class=""ImmTextAlign_Left"" dir=""ltr"">On display in the foyer will be nine pressed and framed Moringa trees that Newling originally germinated in December 2010 at Nottingham Contemporary, and a new set of young trees growing hydroponically. A collection of plates, featuring images of the trees, has been produced specially for the use of customers in the Wellcome Cafe.</p>
<p class=""ImmTextAlign_Left"" dir=""ltr"">Also included are recent works made from pressed Moringas, whose roots and branches form shapes reminiscent of letters or symbols. These the artist has gilded, so that the trees enter their final transformation into a series of 'Charm Language' bracelets.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/the-generosity-plates_letterbox.jpg"" width=""650"" height=""340"" />","'The Generosity Plates' by artist John Newling is an intervention in the Wellcome Collection cafe and foyer.","2014-05-15 10:00:00 to 2014-08-10 18:00:00"
"50","/foreignbodies","Foreign Bodies, Common Ground","<h2><strong>Six artists, six countries.</strong></h2>
<p><strong>B-Floor Theatre, Lêna Bùi, Elson Kambalu, Miriam Syowia Kyambi and James Muriuki, Zwelethu Mthethwa, Katie Paterson.</strong></p>
<p>What happens when you set up six artist residencies in different medical research centres throughout the world? This intimate exhibition showcases a diverse body of work from the artists who worked in research centres in Kenya, Malawi, South Africa, Thailand, Vietnam and the UK.</p>
<p>The artists were invited to spend at least six months exploring the activity of researchers and produce new work in response to their experiences. The result is a series of moving, challenging and humorous works, richly varied in form and tone. They record journeys taken within the complex realm that lies between scientific processes and local communities, often on the frontlines of communicable diseases.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/FB_poster_640x360.jpg"" width=""640"" height=""360"" />","What happens when you set up six artist residencies in different medical research centres throughout the world?","2013-11-14 10:00:00 to 2014-03-16 18:00:00"
"49","/exhibitions/thinking-body-mind-and-movement-work-wayne-mcgregor-random-dance","Thinking with the body: Mind and movement in the work of Wayne McGregor | Random Dance","<p>Open 10.00-18.00 Tues-Sat, 11.00-18.00 Sun, late til 22.00 Thursdays. See our <a href=""/opening-hours"">opening hours</a>.</p>
<p>Wayne McGregor is well known for his physically testing choreography and ground-breaking collaborations across dance, film, music, visual art, technology and science. In 2000, he and his company Wayne McGregor | Random Dance embarked on a series of projects investigating aspects of creativity in dance with researchers from other fields such as cognitive and social science.</p>
<p>This exhibition, staged during the run-up to the first performances of his new work for Wayne McGregor | Random Dance, 'Atomos' at Sadler's Wells, offers a glimpse into this interdisciplinary research process and the impact it has in the rehearsal studio. Find out more about the process of choreography and how mind, body and movement interact in each of us.</p>
<p>From Saturday 28 September to Sunday 13 October there will be opportunities to meet dancers who have experience of working with the ideas discussed in the exhibition. The dancers will offer a unique insight into and practical demonstration of physical thinking techniques. Sessions will run on Thursdays 18.00-21.00, Saturdays and Sundays 14.00-17.00. Drop in at any time.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/ThinkingWithTheBodyTrailer_posterframe.jpg"" width=""640"" height=""360"" />","Find out more about the process of choreography and how mind, body and movement interact in each of us.","2013-09-19 10:00:00 to 2013-10-27 18:00:00"
"47","/exhibitions/souzou-outsider-art-japan","Souzou: Outsider Art from Japan","<p>Our spring exhibition brings together more than 300 works for the first major display of Japanese Outsider Art in the UK. The 46 artists represented in the show are residents and day attendees at social welfare institutions across Japan. The wonderfully diverse collection comprises ceramics, textiles, paintings, sculpture and drawings.</p>
<p>'Souzou' has no direct translation in English but a dual meaning in Japanese: written one way, it means creation, and in another it means imagination. Both meanings allude to a force by which new ideas are born and take shape in the world.</p>
<p class=""NoSpacing"">The exhibition has been organised in association with Het Dolhuys, the Museum of Psychiatry in Haarlem (the Netherlands) and the Social Welfare Organisation Aiseikai (Tokyo). It reflects the growing acclaim for Outsider Art - often defined as works made by self-taught artists perceived to be at the margins of society - while questioning assumptions about the category itself.</p>
<p class=""NoSpacing"">Eschewing a purely biographical approach, the show will be object-led, with a startling array of works offering singular and affecting explorations of culture, memory and creativity. A series of documentary films featuring a selection of the exhibiting artists will play at the end of the exhibition.</p>
<p>This will be our last major exhibition before our <a href=""/what-we-do/wellcome-collection-growing"">exciting development project</a> kicks off in summer 2013.</p>
","<img src=""https://wellcomecollection.org/sites/default/files/suzou_trailer.jpg"" width=""640"" height=""360"" />","This exhibition features more than 300 works of Japanese Outsider Art.","2013-03-28 10:00:00 to 2013-06-30 18:00:00"
